,code,2016/01,2016/02,2016/03,2016/04,2016/05,2016/06,2016/07,2016/08,2016/09,2016/10,2016/11,2016/12,2017/01,2017/02,2017/03,2017/04,2017/05,2017/06,2017/07,2017/08,2017/09,2017/10,2017/11,2017/12,2018/01,2018/02,2018/03,2018/04,2018/05,2018/06,2018/07,2018/08,2018/09,2018/10,2018/11,2018/12,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12
406,T4093,,,159.54,,,,,,,,,,,,145.98,,,,,,,,,,,,133.89,,,,,,,,,,,,133.62,,,,,,,,,,,,113,,,,,,,,,,,,112.75,,,,,,,,,
407,T4094,,,17.04,,,,,,,,,,,,19.71,,,,,,,,,,,,19.13,,,,,,,,,,,,17.75,,,,,,,,,,,,14.59,,,,,,,,,,,,16.77,,,,,,,,,
408,T4095,,,37.52,,,,,,,,,,,,39.3,,,,,,,,,,,,40.23,,,,,,,,,,,,39.73,,,,,,,,,,,,38.96,,,,,,,,,,,,37.65,,,,,,,,,
409,T4097,,,52.55,,,,,,,,,,,,50.6,,,,,,,,,,,,51.07,,,,,,,,,,,,54.22,,,,,,,,,,,,48.69,,,,,,,,,,,,45.86,,,,,,,,,
410,T4098,,,108.01,,,,,,,,,,,,96.45,,,,,,,,,,,,96.96,,,,,,,,,,,,127.29,,,,,,,,,,,,90.06,,,,,,,,,,,,148.74,,,,,,,,,
411,T4099,,,42.85,,,,,,,,,,,,37.61,,,,,,,,,,,,37.21,,,,,,,,,,,,34.83,,,,,,,,,,,,45.07,,,,,,,,,,,,44.37,,,,,,,,,
412,T4100,,,125.69,,,,,,,,,,,,162.21,,,,,,,,,,,,151.79,,,,,,,,,,,,172.13,,,,,,,,,,,,249.15,,,,,,,,,,,,370.39,,,,,,,,,
413,T4102,,,95.87,,,,,,,,,,,,83.97,,,,,,,,,,,,74.74,,,,,,,,,,,,73.67,,,,,,,,,,,,79.47,,,,,,,,,,,,74.95,,,,,,,,,
414,T4107,,,,,,,,,,,,18.3,,,,,,,,,,,,17.23,,,,,,,,,,,,20.6,,,,,,,,,,,,21.08,,,,,,,,,,,,19.7,,,,,,,,,,,,21.85
415,T4109,,,94.98,,,,,,,,,,,,93.04,,,,,,,,,,,,57.16,,,,,,,,,,,,60.3,,,,,,,,,,,,46.53,,,,,,,,,,,,36.61,,,,,,,,,
416,T4112,,,57.8,,,,,,,,,,,,50.07,,,,,,,,,,,,43.43,,,,,,,,,,,,47.55,,,,,,,,,,,,41.96,,,,,,,,,,,,40.6,,,,,,,,,
417,T4113,,,138.11,,,,,,,,,,,,109.99,,,,,,,,,,,,114.76,,,,,,,,,,,,100.39,,,,,,,,,,,,88.87,,,,,,,,,,,,84.24,,,,,,,,,
418,T4114,,,34.83,,,,,,,,,,,,39.36,,,,,,,,,,,,39.34,,,,,,,,,,,,33.76,,,,,,,,,,,,32.6,,,,,,,,,,,,32.7,,,,,,,,,
419,T4116,,,155.78,,,,,,,,,,,,147.46,,,,,,,,,,,,141.69,,,,,,,,,,,,131.6,,,,,,,,,,,,130.32,,,,,,,,,,,,131.35,,,,,,,,,
420,T4118,,,83.58,,,,,,,,,,,,77.18,,,,,,,,,,,,80.44,,,,,,,,,,,,78.94,,,,,,,,,,,,85.97,,,,,,,,,,,,85.35,,,,,,,,,
421,T4119,,,111.66,,,,,,,,,,,,105.99,,,,,,,,,,,,110.71,,,,,,,,,,,,125.75,,,,,,,,,,,,116.36,,,,,,,,,,,,133.42,,,,,,,,,
422,T4120,,,95.13,,,,,,,,,,,,85.15,,,,,,,,,,,,74.47,,,,,,,,,,,,67.7,,,,,,,,,,,,74.56,,,,,,,,,,,,93.07,,,,,,,,,
423,T4124,,,,,,,,,33.46,,,,,,,,,,,,22.83,,,,,,,,,,,,9.58,,,,,,,,,,,,8.63,,,,,,,,,,,,13.74,,,,,,,,,,,,13.19,,,
424,T4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.07,,,,,,,,,,,,203.66,,,,,,,,,
425,T4182,,,80.58,,,,,,,,,,,,69.5,,,,,,,,,,,,65.62,,,,,,,,,,,,57.08,,,,,,,,,,,,46.32,,,,,,,,,,,,53.24,,,,,,,,,
426,T4183,,,237.53,,,,,,,,,,,,208.86,,,,,,,,,,,,200.09,,,,,,,,,,,,197.36,,,,,,,,,,,,208.43,,,,,,,,,,,,181.56,,,,,,,,,
427,T4186,,,11.71,,,,,,,,,,,,12,,,,,,,,,13.86,,,,,,,,,,,,21.2,,,,,,,,,,,,20.46,,,,,,,,,,,,22.57,,,,,,,,,,,,27.21
428,T4187,,,,,,,,,,,30.34,,,,,,,,,,,,29.94,,,,,,,,,,,,27.9,,,,,,,,,,,,32.28,,,,,,,,,,,,27.13,,,,,,,,,,,,23.96,
429,T4188,,,278.14,,,,,,,,,,,,330.98,,,,,,,,,,,,288.35,,,,,,,,,,,,269.33,,,,,,,,,,,,368.8,,,,,,,,,,,,411.91,,,,,,,,,
430,T4189,,,,,,,,,,,,249.03,,,,,,,,,,,,200.21,,,,,,,,,,,,165.6,,,,,,,,,,,,153.13,,,,,,,,,,,,122.15,,,,,,,,,,,,125.73
431,T4202,,,50.56,,,,,,,,,,,,51.88,,,,,,,,,,,,60.35,,,,,,,,,,,,62.09,,,,,,,,,,,,58.82,,,,,,,,,,,,125.64,,,,,,,,,
432,T4203,,,61.66,,,,,,,,,,,,55.39,,,,,,,,,,,,55.75,,,,,,,,,,,,58.01,,,,,,,,,,,,59.79,,,,,,,,,,,,92.41,,,,,,,,,
433,T4204,,,82.61,,,,,,,,,,,,81.47,,,,,,,,,,,,90.41,,,,,,,,,,,,93.34,,,,,,,,,,,,115.66,,,,,,,,,,,,109.09,,,,,,,,,
434,T4205,,,81.39,,,,,,,,,,,,76.64,,,,,,,,,,,,84.69,,,,,,,,,,,,81.81,,,,,,,,,,,,68.31,,,,,,,,,,,,65.62,,,,,,,,,
435,T4206,,,27.21,,,,,,,,,,,,27.63,,,,,,,,,,,,28.83,,,,,,,,,,,,27.03,,,,,,,,,,,,25.54,,,,,,,,,,,,23.01,,,,,,,,,
436,T4208,,,195.02,,,,,,,,,,,,180.33,,,,,,,,,,,,174.06,,,,,,,,,,,,166.17,,,,,,,,,,,,162.69,,,,,,,,,,,,169.96,,,,,,,,,
437,T4212,,,36.69,,,,,,,,,,,,37.48,,,,,,,,,,,,36.65,,,,,,,,,,,,36.79,,,,,,,,,,,,36.11,,,,,,,,,,,,36.99,,,,,,,,,
438,T4216,,,30.09,,,,,,,,,,,,31.05,,,,,,,,,,,,36.9,,,,,,,,,,,,31.98,,,,,,,,,,,,38.2,,,,,,,,,,,,35.81,,,,,,,,,
439,T4218,,,94.17,,,,,,,,,,,,87.41,,,,,,,,,,,,86.08,,,,,,,,,,,,68.27,,,,,,,,,,,,62.37,,,,,,,,,,,,62.43,,,,,,,,,
440,T4220,,,54.02,,,,,,,,,,,,50.42,,,,,,,,,,,,43.16,,,,,,,,,,,,40.09,,,,,,,,,,,,36.22,,,,,,,,,,,,36.56,,,,,,,,,
441,T4221,,,,,,,,,,,,131.14,,,,,,,,,,,,127.11,,,,,,,,,,,,116.79,,,,,,,,,,,,106.25,,,,,,,,,,,,96.3,,,,,,,,,,,,92.13
442,T4222,,,2028.27,,,,,,,,,,,,859.15,,,,,,,,,,,,975.35,,,,,,,,,,,,14204.23,,,,,,,,,,,,-,,,,,,,,,,,,250.23,,,,,,,,,
443,T4224,,,71.78,,,,,,,,,,,,57.62,,,,,,,,,,,,49.51,,,,,,,,,,,,40.54,,,,,,,,,,,,44.59,,,,,,,,,,,,39.44,,,,,,,,,
444,T4228,,,93.63,,,,,,,,,,,,89.76,,,,,,,,,,,,95.88,,,,,,,,,,,,110.91,,,,,,,,,,,,108.21,,,,,,,,,,,,102.87,,,,,,,,,
445,T4229,,,25.1,,,,,,,,,,,,25.96,,,,,,,,,,,,24.26,,,,,,,,,,,,21.92,,,,,,,,,,,,20.34,,,,,,,,,,,,18.64,,,,,,,,,
446,T4231,,,37.73,,,,,,,,,,,,37.46,,,,,,,,,,,,34.59,,,,,,,,,,,,34.44,,,,,,,,,,,,35.33,,,,,,,,,,,,35.65,,,,,,,,,
447,T4234,,,78.01,,,,,,,,,,,,79.81,,,,,,,,,,,,73.15,,,,,,,,,,,,66.37,,,,,,,,,,,,77.72,,,,,,,,,,,,72,,,,,,,,,
448,T4235,,,63.82,,,,,,,,,,,,258.65,,,,,,,,,199.82,,,,,,,,,,,,199.58,,,,,,,,,,,,182.37,,,,,,,,,,,,150.57,,,,,,,,,,,,124.13
449,T4237,,,98.54,,,,,,,,,,,,105.53,,,,,,,,,,,,75.38,,,,,,,,,,,,72.29,,,,,,,,,,,,72.47,,,,,,,,,,,,74.31,,,,,,,,,
450,T4238,12.74,,,,,,,,,,,,26.52,,,,,,,,,,,,27.12,,,,,,,,,,,,27.86,,,,,,,,,,,,20,,,,,,,,,,,,18.7,,,,,,,,,,,
451,T4240,,,11.63,,,,,,,,,,,,9.46,,,,,,,,,,,,9.87,,,,,,,,,,,,9.94,,,,,,,,,,,,9.56,,,,,,,,,,,,11.52,,,,,,,,,
452,T4241,,,136.73,,,,,,,,,,,,245.33,,,,,,,,,,,,251.64,,,,,,,,,,,,206.4,,,,,,,,,,,,202.19,,,,,,,,,,,,225.47,,,,,,,,,
453,T4242,,,709.27,,,,,,,,,,,,564.27,,,,,,,,,,,,469.49,,,,,,,,,,,,406.84,,,,,,,,,,,,319.73,,,,,,,,,,,,341.96,,,,,,,,,
454,T4243,,,,,,,,,67.59,,,,,,,,,,,,67.58,,,,,,,,,,,,59.04,,,,,,,,,,,,51.48,,,,,,,,,,,,48.84,,,,,,,,,,,,58.04,,,
455,T4245,,,,,,,,,,,,214.19,,,,,,,,,,,,183.24,,,,,,,,,,,,253.63,,,,,,,,,,,,254.69,,,,,,,,,,,,231.85,,,,,,,,,,,,194.65
456,T4246,,,110.09,,,,,,,,,,,,98.67,,,,,,,,,,,,100.09,,,,,,,,,,,,94.86,,,,,,,,,,,,85.42,,,,,,,,,,,,81.72,,,,,,,,,
457,T4247,,,16.5,,,,,,,,,,,,18.32,,,,,,,,,,,,20.31,,,,,,,,,,,,19.72,,,,,,,,,,,,20.31,,,,,,,,,,,,18.9,,,,,,,,,
458,T4248,,,,,,,,,,,,163.18,,,,,,,,,,,,116.77,,,,,,,,,,,,128.99,,,,,,,,,,,,111.31,,,,,,,,,,,,132.83,,,,,,,,,,,,107.3
459,T4249,,,73.91,,,,,,,,,,,,67.67,,,,,,,,,,,,45.2,,,,,,,,,,,,39.85,,,,,,,,,,,,33.61,,,,,,,,,,,,37.69,,,,,,,,,
460,T4250,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,-,,,,,,,,,,,,342.4,,,,,,,,,,,,201.01,
461,T4251,,,,,,,,,,,,,,,,,,,,,,,,438.51,,,,,,,,,,,,360.09,,,,,,,,,,,,211.5,,,,,,,,,,,,151.49,,,,,,,,,,,,106.35
462,T4272,,,40.29,,,,,,,,,,,,34.6,,,,,,,,,,,,29.86,,,,,,,,,,,,28.61,,,,,,,,,,,,34.02,,,,,,,,,,,,27.92,,,,,,,,,
463,T4274,,,54.93,,,,,,,,,,,,57.67,,,,,,,,,,,,54.28,,,,,,,,,,,,54.64,,,,,,,,,,,,51.69,,,,,,,,,,,,50.66,,,,,,,,,
464,T4275,,,56.68,,,,,,,,,,,,56.59,,,,,,,,,,,,52.59,,,,,,,,,,,,47.73,,,,,,,,,,,,43.96,,,,,,,,,,,,37.24,,,,,,,,,
465,T4361,,,,,,,,,,,268.12,,,,,,,,,,,,260.9,,,,,,,,,,,,269.51,,,,,,,,,,,,278.68,,,,,,,,,,,,272.08,,,,,,,,,,,,262.15,
466,T4362,,,27.21,,,,,,,,,,,,26.31,,,,,,,,,,,,32.01,,,,,,,,,,,,35.49,,,,,,,,,,,,32.06,,,,,,,,,,,,34,,,,,,,,,
467,T4365,,,20.06,,,,,,,,,,,,21.4,,,,,,,,,,,,20.81,,,,,,,,,,,,19.75,,,,,,,,,,,,17.99,,,,,,,,,,,,18.22,,,,,,,,,
468,T4366,,,57.2,,,,,,,,,,,,57.31,,,,,,,,,,,,48.71,,,,,,,,,,,,46.36,,,,,,,,,,,,41.73,,,,,,,,,,,,43.11,,,,,,,,,
469,T4367,,,55.01,,,,,,,,,,,,65.45,,,,,,,,,,,,50.06,,,,,,,,,,,,45.66,,,,,,,,,,,,41.93,,,,,,,,,,,,45.28,,,,,,,,,
470,T4368,,,21.64,,,,,,,,,,,,26.98,,,,,,,,,,,,31.08,,,,,,,,,,,,17.44,,,,,,,,,,,,15.63,,,,,,,,,,,,15.66,,,,,,,,,
471,T4369,77.51,,,,,,,,,,,,73.3,,,,,,,,,,,,77.48,,,,,,,,,,,,63.04,,,,,,,,,,,,63.31,,,,,,,,,,,,70.21,,,,,,,,,,,
472,T4401,,,44.51,,,,,,,,,,,,43.25,,,,,,,,,,,,44.09,,,,,,,,,,,,48.47,,,,,,,,,,,,44.66,,,,,,,,,,,,42.59,,,,,,,,,
473,T4403,,,53.27,,,,,,,,,,,,52.07,,,,,,,,,,,,49.18,,,,,,,,,,,,46.5,,,,,,,,,,,,41.92,,,,,,,,,,,,43.98,,,,,,,,,
474,T4406,,,140.14,,,,,,,,,,,,149.93,,,,,,,,,,,,144.05,,,,,,,,,,,,146.83,,,,,,,,,,,,137.17,,,,,,,,,,,,135.32,,,,,,,,,
475,T4409,,,401.68,,,,,,,,,,,,386.74,,,,,,,,,,,,362.69,,,,,,,,,,,,320.8,,,,,,,,,,,,305.64,,,,,,,,,,,,299.67,,,,,,,,,
476,T4410,,,56.17,,,,,,,,,,,,38.66,,,,,,,,,,,,30.27,,,,,,,,,,,,30.53,,,,,,,,,,,,37.96,,,,,,,,,,,,32.58,,,,,,,,,
477,T4452,,,,,,,,,,,,78.67,,,,,,,,,,,,69.11,,,,,,,,,,,,68.36,,,,,,,,,,,,69.08,,,,,,,,,,,,60.7,,,,,,,,,,,,60.46
478,T4461,,,156.94,,,,,,,,,,,,152.07,,,,,,,,,,,,139.73,,,,,,,,,,,,137.88,,,,,,,,,,,,159.94,,,,,,,,,,,,142.72,,,,,,,,,
479,T4462,,,21.71,,,,,,,,,,,,22.46,,,,,,,,,,,,19.06,,,,,,,,,,,,22.99,,,,,,,,,,,,18.48,,,,,,,,,,,,19.7,,,,,,,,,
480,T4463,,,,,,,,,,,,217.42,,,,,,,,,,,,239.1,,,,,,,,,,,,236.86,,,,,,,,,,,,212.75,,,,,,,,,,,,189.23,,,,,,,,,,,,154.7
481,T4464,,,10.29,,,,,,,,,,,,8.96,,,,,,,,,,,,9.28,,,,,,,,,,,,8.51,,,,,,,,,,,,8.72,,,,,,,,,,,,8.79,,,,,,,,,
482,T4465,,,,,80.42,,,,,,,,,,,,79.72,,,,,,,,,,,,77.38,,,,,,,,,,,,73.85,,,,,,,,,,,,67.16,,,,,,,,,,,,79.8,,,,,,,
483,T4471,,,39.6,,,,,,,,,,,,39.14,,,,,,,,,,,,42.67,,,,,,,,,,,,40.72,,,,,,,,,,,,31.37,,,,,,,,,,,,32.42,,,,,,,,,
484,T4531,,,69.03,,,,,,,,,,,,78.4,,,,,,,,,,,,92.96,,,,,,,,,,,,98.41,,,,,,,,,,,,91.97,,,,,,,,,,,,91.83,,,,,,,,,
485,T4611,,,155.02,,,,,,,,,,,,135.59,,,,,,,,,,,,116,,,,,,,,,,,,108.16,,,,,,,,,,,,103.88,,,,,,,,,,,,102.83,,,,,,,,,
486,T4612,,,9.55,,,,,,,,,8.42,,,,,,,,,,,,24.62,,,,,,,,,,,,18.78,,,,,,,,,,,,119.06,,,,,,,,,,,,149.92,,,,,,,,,,,,34.61
487,T4613,,,44.6,,,,,,,,,,,,93.92,,,,,,,,,,,,98.46,,,,,,,,,,,,89.78,,,,,,,,,,,,76.96,,,,,,,,,,,,89.79,,,,,,,,,
488,T4615,,,127.55,,,,,,,,,,,,116.6,,,,,,,,,,,,117.48,,,,,,,,,,,,126.53,,,,,,,,,,,,116.05,,,,,,,,,,,,100.29,,,,,,,,,
489,T4616,,,,,,,,,,,299.59,,,,,,,,,,,,243.89,,,,,,,,,,,,231.51,,,,,,,,,,,,219.7,,,,,,,,,,,,196.21,,,,,,,,,,,,201.16,
490,T4617,,,58.99,,,,,,,,,,,,56.94,,,,,,,,,,,,55.67,,,,,,,,,,,,65.17,,,,,,,,,,,,68.99,,,,,,,,,,,,61.7,,,,,,,,,
491,T4619,,,79.25,,,,,,,,,,,,77.1,,,,,,,,,,,,87.86,,,,,,,,,,,,79.92,,,,,,,,,,,,75.62,,,,,,,,,,,,71.57,,,,,,,,,
492,T4620,,,39.11,,,,,,,,,,,,35.11,,,,,,,,,,,,33.59,,,,,,,,,,,,30.56,,,,,,,,,,,,25.63,,,,,,,,,,,,26.88,,,,,,,,,
493,T4623,,,48.2,,,,,,,,,,,,50.92,,,,,,,,,,,,44.75,,,,,,,,,,,,41.09,,,,,,,,,,,,42.69,,,,,,,,,,,,43.93,,,,,,,,,
494,T4624,,,27.09,,,,,,,,,,,,25.01,,,,,,,,,,,,26.56,,,,,,,,,,,,24.7,,,,,,,,,,,,21.51,,,,,,,,,,,,21.6,,,,,,,,,
495,T4625,,,60.49,,,,,,,,,,,,53.45,,,,,,,,,,,,49.39,,,,,,,,,,,,46.14,,,,,,,,,,,,43.75,,,,,,,,,,,,49.18,,,,,,,,,
496,T4626,,,34.36,,,,,,,,,,,,17.15,,,,,,,,,,,,48.75,,,,,,,,,,,,40.23,,,,,,,,,,,,106.45,,,,,,,,,,,,155.19,,,,,,,,,
497,T4627,,,,,,,,,,25.68,,,,,,,,,,,,27.83,,,,,,,,,,,,26.98,,,,,,,,,,,,28.11,,,,,,,,,,,,27.95,,,,,,,,,,,,27.18,,
498,T4628,,,23.17,,,,,,,,,,,,22.67,,,,,,,,,,,,20.45,,,,,,,,,,,,20.98,,,,,,,,,,,,18.89,,,,,,,,,,,,17.93,,,,,,,,,
499,T4629,,,72.6,,,,,,,,,,,,65.81,,,,,,,,,,,,71.21,,,,,,,,,,,,70.7,,,,,,,,,,,,59.03,,,,,,,,,,,,50.33,,,,,,,,,
500,T4631,,,,,,,,,,,,144.73,,,,,,,,,,,,142.5,,,,,,,,,,,,132.39,,,,,,,,,,,,131.15,,,,,,,,,,,,130.28,,,,,,,,,,,,159.92
501,T4633,,,,,,,,,,,,69.44,,,,,,,,,,,,71.86,,,,,,,,,,,,72.69,,,,,,,,,,,,66.3,,,,,,,,,,,,63.18,,,,,,,,,,,,66.1
502,T4634,,,43.27,,,,,,,,,,,,42.73,,,,,,,,,41.38,,,,,,,,,,,,43.24,,,,,,,,,,,,41.54,,,,,,,,,,,,52.98,,,,,,,,,,,,52.53
503,T4635,,,114.05,,,,,,,,,,,,102.78,,,,,,,,,,,,99.97,,,,,,,,,,,,98.51,,,,,,,,,,,,84.86,,,,,,,,,,,,89.67,,,,,,,,,
504,T4901,,,32.8,,,,,,,,,,,,42.71,,,,,,,,,,,,35.68,,,,,,,,,,,,56.69,,,,,,,,,,,,48.18,,,,,,,,,,,,39.17,,,,,,,,,
505,T4911,,,,,,,,,,,,56.41,,,,,,,,,,,,74.28,,,,,,,,,,,,91.38,,,,,,,,,,,,84.9,,,,,,,,,,,,85.69,,,,,,,,,,,,71.03
506,T4912,,,,,,,,,,,,81.98,,,,,,,,,,,,77.88,,,,,,,,,,,,69.08,,,,,,,,,,,,70.12,,,,,,,,,,,,78.9,,,,,,,,,,,,57.82
507,T4914,,,120.15,,,,,,,,,,,,109.62,,,,,,,,,,,,99.6,,,,,,,,,,,,92.68,,,,,,,,,,,,91.02,,,,,,,,,,,,87.55,,,,,,,,,
508,T4917,,,16.45,,,,,,,,,,,,15.64,,,,,,,,,,,,17.12,,,,,,,,,,,,15.78,,,,,,,,,,,,17.16,,,,,,,,,,,,20.38,,,,,,,,,
509,T4918,,,95.91,,,,,,,,,,,,176.8,,,,,,,,,,,,302.8,,,,,,,,,,,,305.23,,,,,,,,,,,,224.45,,,,,,,,,,,,212.33,,,,,,,,,
510,T4919,,,,,,,,,,,,16.13,,,,,,,,,,,,20.55,,,,,,,,,,,,19.17,,,,,,,,,,,,16.63,,,,,,,,,,,,18.18,,,,,,,,,,,,19.91
511,T4920,,306.32,,,,,,,,,,,,234.07,,,,,,,,,,,,201.16,,,,,,,,,,,,194.12,,,,,,,,,,,,283.21,,,,,,,,,,,,421.33,,,,,,,,,,
512,T4922,,,54.63,,,,,,,,,,,,41.74,,,,,,,,,,,,43.3,,,,,,,,,,,,39.34,,,,,,,,,,,,29.41,,,,,,,,,,,,30.19,,,,,,,,,22.12
513,T4923,,,29.84,,,,,,,,,,,,29.23,,,,,,,,,,,,31.06,,,,,,,,,,,,34.13,,,,,,,,,,,,33.72,,,,,,,,,,,,35.02,,,,,,,,,
514,T4925,,,73.5,,,,,,,,,,,,59.61,,,,,,,,,,,,61.37,,,,,,,,,,,,41.18,,,,,,,,,,,,42.02,,,,,,,,,,,,52.1,,,,,,,,,
515,T4926,,,26.75,,,,,,,,,,,,26.72,,,,,,,,,,,,27.81,,,,,,,,,,,,22.95,,,,,,,,,,,,24.21,,,,,,,,,,,,25.09,,,,,,,,,
516,T4927,,,,,,,,,,,,97.05,,,,,,,,,,,,90.34,,,,,,,,,,,,108.53,,,,,,,,,,,,80.15,,,,,,,,,,,,84.24,,,,,,,,,,,,88.89
517,T4928,,,,,,,,,0.83,,,,,,,,,,,,1.03,,,,,,,,,,,,1.17,,,,,,,,,,,,1.59,,,,,,,,,,,,2.12,,,,,,,,,,,,1.65,,,
518,T4929,,,21.97,,,,,,,,,,,,20.92,,,,,,,,,,,,20.99,,,,,,,,,,,,22.15,,,,,,,,,,,,20.19,,,,,,,,,,,,24.29,,,,,,,,,
519,T4931,,,,,,,,,,,,,,,,,,,,,223.43,,,,,,,,,,,,128.15,,,,,,,,,,,,45.59,,,,,,,,,,,,40.05,,,,,,,,,,,,34.23,,,
520,T4932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.52,,,,,,,,,,,,44.79,,,,,,,,,,,,28.79,,,,,,,,,
521,T4933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,,,,,,,,,,,,469.24,,,,,,,,,,,,85.42,,,,,,,,,,,,60.43
522,T4934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108.33,,,,,,,,,,,,895.1,,,,,,,,,,,,372.53,,,,,,,,,,,,81.9,,,,,
523,T4935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.67,,,,,,,,,,,,253.91,,,,,,,,,,,,171.87,,,,,,,,,,,,124.6
524,T4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.73,,,,,,,,,,,,28.36,,,,,,,,,,,,14.3,,,,,
525,T4937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.52,,,,,,,,,,,,631.68,,,,,,,,,,,,137.5,,,
526,T4951,,,50.35,,,,,,,,,,,,50.72,,,,,,,,,,,,45.81,,,,,,,,,,,,42.76,,,,,,,,,,,,40.73,,,,,,,,,,,,42.54,,,,,,,,,
527,T4956,,,64.68,,,,,,,,,,,,61.32,,,,,,,,,,,,67.89,,,,,,,,,,,,93.23,,,,,,,,,,,,84.75,,,,,,,,,,,,81.1,,,,,,,,,
528,T4957,,,19.79,,,,,,,,,,,,19.74,,,,,,,,,,,,30.18,,,,,,,,,,,,25.32,,,,,,,,,,,,39.51,,,,,,,,,,,,34,,,,,,,,,
529,T4958,,,,,,,,,25.14,,,,,,,,,,,,25.04,,,,,,,,,,,,25.04,,,,,,,,,,,,25.17,,,,,,,,,,,,21.81,,,,,,,,,,,,22.14,,,
530,T4960,,,251.22,,,,,,,,,,,,240.97,,,,,,,,,,,,234.78,,,,,,,,,,,,221.78,,,,,,,,,,,,215.96,,,,,,,,,,,,201.5,,,,,,,,,
531,T4966,,,32.08,,,,,,,,,,,,28.08,,,,,,,,,,,,23.21,,,,,,,,,,,,25.64,,,,,,,,,,,,22.73,,,,,,,,,,,,19.61,,,,,,,,,
532,T4967,,,33.02,,,,,,,,,40.52,,,,,,,,,,,,42.54,,,,,,,,,,,,38.15,,,,,,,,,,,,35.79,,,,,,,,,,,,31.62,,,,,,,,,,,,30.14
533,T4968,,,63.54,,,,,,,,,,,,53.51,,,,,,,,,,,,51.8,,,,,,,,,,,,58.46,,,,,,,,,,,,62.82,,,,,,,,,,,,68.74,,,,,,,,,
534,T4970,,,314.81,,,,,,,,,,,,306.06,,,,,,,,,,,,287.1,,,,,,,,,,,,316.98,,,,,,,,,,,,270.23,,,,,,,,,,,,240.24,,,,,,,,,
535,T4971,,,27.28,,,,,,,,,,,,40.51,,,,,,,,,34.57,,,,,,,,,,,,25.63,,,,,,,,,,,,25.63,,,,,,,,,,,,24.09,,,,,,,,,,,,20.65
536,T4972,,,42.22,,,,,,,,,,,,49.45,,,,,,,,,,,,51.83,,,,,,,,,,,,50.25,,,,,,,,,,,,44.07,,,,,,,,,,,,46.52,,,,,,,,,
537,T4973,,,13.33,,,,,,,,,,,,16.93,,,,,,,,,,,,20.75,,,,,,,,,,,,15.64,,,,,,,,,,,,17.87,,,,,,,,,,,,22.14,,,,,,,,,
538,T4974,,,7.03,,,,,,,,,,,,7.85,,,,,,,,,,,,7.32,,,,,,,,,,,,7.56,,,,,,,,,,,,9.88,,,,,,,,,,,,16.48,,,,,,,,,
539,T4975,,,42.43,,,,,,,,,,,,38.47,,,,,,,,,,,,35.08,,,,,,,,,,,,29.58,,,,,,,,,,,,28.67,,,,,,,,,,,,24.13,,,,,,,,,
540,T4976,,,,,,26.27,,,,,,,,,,,,29.05,,,,,,,,,,,,24.83,,,,,,,,,,,,22.44,,,,,,,,,,,,20.47,,,,,,,,,,,,23.63,,,,,,
541,T4977,,,92.84,,,,,,,,,,,,98.27,,,,,,,,,,,,102.43,,,,,,,,,,,,94.39,,,,,,,,,,,,89.7,,,,,,,,,,,,88.14,,,,,,,,,
542,T4978,,,2.84,,,,,,,,,,,,2.45,,,,,,,,,,,,3.81,,,,,,,,,,,,3.32,,,,,,,,,,,,5.1,,,,,,,,,,,,7.46,,,,,,,,,
543,T4979,,,,,,,,,,,,145.77,,,,,,,,,,,,90.01,,,,,,,,,,,,243.23,,,,,,,,,,,,228.01,,,,,,,,,,,,194.38,,,,,,,,,,,,155.33
544,T4980,,,75.55,,,,,,,,,,,,114.9,,,,,,,,,,,,105.16,,,,,,,,,,,,91.78,,,,,,,,,,,,87.81,,,,,,,,,,,,90.73,,,,,,,,,
545,T4985,,,,,,,,,,,,71.51,,,,,,,,,,,,88.42,,,,,,,,,,,,99.09,,,,,,,,,,,,99.34,,,,,,,,,,,,78.11,,,,,,,,,,,,68.8
546,T4990,,,165.19,,,,,,,,,,,,152.97,,,,,,,,,,,,137.13,,,,,,,,,,,,129.64,,,,,,,,,,,,123.94,,,,,,,,,,,,118.18,,,,,,,,,
547,T4992,,,,,,,,,,,116.43,,,,,,,,,,,,90.07,,,,,,,,,,,,71.81,,,,,,,,,,,,69.36,,,,,,,,,,,,63.14,,,,,,,,,,,,56.23,
